os,server,count
nan,microsoft-wince/6.00,36
nan,jetty(9.4.z-snapshot),36
nan,yamaha-rt,35
nan,payara micro #badassfish,35
nan,"linux, http/1.1, dir-850l ver 1.13",35
nan,lte router webs,35
nan,niagara web server/3.8.111,35
nan,nvr ext server,35
nan,linux/2.6.28 si cloud camera,35
nan,opencms/11.0.2,35
nan,3s_webserver,35
nan,wsgiserver/0.1 python/2.7.12,35
nan,lighttpd/1.4.55,35
nan,k3,35
nan,lighttpd/1.4.32-devel-20015m,35
nan,miniserv/1.941,35
nan,lighttpd/1.4.20,35
nan,miniupnpd/1.0 upnp/1.0,35
nan,orbis,35
nan,kerio connect 8.3.1,35
nan,mqcache/2.1.0,35
nan,"linux/3.0.8, upnp/1.0, portable sdk for upnp devices/1.6.19",35
nan,nexus/3.7.1-02 (oss),35
nan,pravis/1.0,35
nan,dws,35
nan,thttpd/2.25b29dec2003,35
nan,ipcamera-webs/2.5.0,35
nan,demce.tk,35
nan,hcmsactivex viewer,35
nan,hfs 2.4rc2,35
nan,ver2.4rev0,35
nan,dptechserver,35
nan,crestron webserver,35
nan,squid/3.5.12,35
nan,gunicorn/19.7.0,35
nan,infra911,35
nan,basehttp/0.3 python/2.7.10,35
nan,goahead-webs/2.5.0 peersec-matrixssl/3.4.2-open,35
nan,httpd1.0,35
nan,rompager/4.07 upnp/1.0,35
nan,werkzeug/1.0.1 python/3.8.2,34
nan,yawcam/0.6.0,34
nan,love,34
nan,airtunes/377.30.01,34
nan,xxxxxxxx-xxxxx,34
nan,httpd 1.0,34
nan,miniserv/0.01,34
nan,k2,34
nan,mini_httpd/1.3026oct2018,34
unix,cherokee/0.99.9 (unix),34
nan,server version 11.0,34
nan,trmb/1.2,34
nan,werkzeug/0.10.4 python/2.7.1,34
nan,glassfish server open source edition  4.1.1,34
nan,goahead/2.5.0 peersec-matrixssl/3.2.1-open,34
nan,ross web server,34
nan,secure,34
nan,yuntuc,34
nan,magi 1.0,34
nan,wildfly/8,34
nan,teamspeak server 3.13.2,34
nan,jetty(8.2.0.v20160908),34
nan,mpd web server,34
nan,fastcgi,34
nan,fasthttp,34
nan,jetty(9.4.33.v20201020),34
nan,wstl cpe 1.0,34
nan,cc-web/1.6.3,34
nan,lighttpd/1.4.28-devel-10177,34
nan,jetty(6.1.26.hwx),34
nan,darkhttpd/1.12,34
nan,web server/2.1.0 peersec-matrixssl/3.1.3-open,34
nan,squid/3.5.25,34
nan,prtg/19.4.52.3515,34
nan,mini-rompager/4.34,34
nan,werkzeug/2.0.1 python/3.7.11,34
nan,payara server  4.1.1.164 #badassfish,34
nan,jetty(6.1.14),34
nan,h3c-cvm    5049,34
nan,h2o/2.3.0-dev@1d12c355,34
nan,httpd_gargoyle/1.0 14mar2008,34
nan,lighttpd/1.4.54,33
nan,lighttpd/1.4.28-devel-135:137m,33
nan,beegoserver:1.12.0,33
nan,lighttpd/1.4.28-devel-171:172m,33
nan,gunicorn/19.8.1,33
nan,basehttp/0.3 python/2.7.5,33
nan,axhttpd/1.5.3,33
nan,rompager/4.51 upnp/1.0,33
nan,cherrypy/8.6.0,33
nan,streamer 21.10,33
nan,nexus/3.18.0-01 (oss),33
nan,cdmsserver,33
nan,jaws/1.0 mar  6 2017,33
nan,wcy_webserver/1.0,33
nan,google web,33
nan,ist ois,33
nan,contiki/2.4 http://www.sics.se/contiki/,33
nan,web cache,33
nan,nginx/1.23.2,33
nan,simplehttpwithupload/0.1 python/2.7.5,33
nan,mapbarserver,33
nan,websocket-sharp/1.0,33
nan,safedog waf,33
nan,tr069 agent,33
nan,streamd,33
nan,tornadoserver/4.4.2,33
nan,wsgiserver/0.1python/2.7.12,32
nan,rapidlogic/1.1,32
nan,sy8045,32
nan,nhttpd/3.4.0 (yhttpd_core/1.3.2),32
nan,squid/4.13-vcs,32
nan,resin/4.0.58,32
nan,squid/2.7.stable9,32
nan,tos/1.12.1,32
nan,restlet-framework/2.0.13,32
nan,sanechips-webs,32
nan,glassfish server open source edition  4.1,32
nan,docker/17.03.3-ce (linux),32
nan,jetty(6.1.11),32
nan,mikrotikhttpproxy,32
nan,moxahttp/2.2,32
nan,werkzeug/0.14.1python/3.7.3,32
nan,jetty(i-jetty 3.8),32
windows,apache/2.4.23 (win32) openssl/1.0.2h php/5.6.24,32
nan,nginx-rc,32
nan,netis/1.0.1,32
nan,docker/18.09.4 (linux),31
nan,tengine/2.3.0,31
nan,nperf/2.2.6 2021-05-08,31
nan,icewarp/12.0.2.0 x64,31
nan,dir-825 web server/v1.00,31
nan,gnway web server,31
nan,gnu rsp/1.0,31
nan,************,31
nan,blueserver/4.8.6.3,31
nan,netdata embedded http server 20200416-1574-g011c015a6,31
nan,simplehttp/0.6 python/3.5.3,31
nan,webserver2,31
nan,cwpsrv,31
nan,jetty/5.1.10 (windows server 2008 r2/6.1 amd64 java/1.6.0_31,31
nan,is2 web server 1.36,31
windows,microsoft-iis/7.0,31
nan,pdr-jseries,31
nan,contiki,31
nan,jaws/1.0mar172016,31
nan,web switch,31
nan,mini web server 1.0 cmiot corp 2018.,31
nan,web server/2.1.0 peersec-matrixssl/3.9.5-open,31
nan,nvr web server,31
nan,wmsserver/2.0.1.0,31
nan,uc-httpd 1.0.0,31
nan,huohuo,31
nan,thttpd/2.29 23may2018,31
nan,lighttpd/1.4.61,31
nan,dcs-lig-httpd,31
nan,ulwsd/1.0.1-20140331,31
nan,webserver/1.0.0,30
nan,mbedthis-appweb/2.2.2,30
nan,embedthis-appweb/3.2.3,30
nan,indy/10.0.52,30
nan,cpefileserver,30
nan,hfs 2.3 beta,30
nan,rtk web 0.9,30
nan,blueserver/5.1.0.4,30
nan,nginx/1.19.4,30
nan,mini web server 2.0 cdata corp 2017.,30
nan,websphere application server/6.1,30
nan,ivms-web,30
nan,gsoap/2.7,30
nan,astrasm,30
nan,twistedweb/18.4.0,30
nan,snorkel/02.03.00.04,30
nan,remobjects sdk for .net http server/5.0,29
nan,geohttpserver,29
nan,mini_httpd/1.24 10may2016,29
nan,airdroid 2.0,29
nan,websocket++/0.8.1,29
nan,linux/#33 smp preempt mon mar 21 11:19:42 cst 2022 upnp/1.0 broadcom upnp/0.9,29
nan,mxhttpd/2.19-mx jun 16 2020,29
debian,apache/2.2.22 (debian),29
nan,thttpd/2.25b 29dec2003,29
nan,htnanohttpd,29
nan,python/3.12 aiohttp/3.11.12,29
nan,l7engine,29
nan,seeyon-server/1.0,29
nan,ttyd/1.6.3(libwebsockets/4.3.2-20221001-705-gae12d2f77),29
windows,apache/2.4.12 (win32) openssl/1.0.1l php/5.6.8,28
nan,payara server  5.2021.7 #badassfish,28
nan,railway-edge,28
nan,lighttpd/1.4.51,28
nan,tengine/2.2.3,28
nan,resin/3.1.12,28
nan,wintendo 1.3.3.7,28
nan,gsoap/2.8,28
nan,nexus/3.0.1-01 (oss),28
nan,nginx/1.23.1,28
unix,apache/2.4.43 (unix) openssl/1.1.1g,28
nan,pepyaka,28
nan,c01.sfy.nod,27
nan,python/3.10 aiohttp/3.11.12,27
nan,daphne,27
nan,sdk 4.2.0.0 upnp/1.0 miniupnpd/1.6,27
nan,transmission,27
nan,python/3.11 aiohttp/3.9.5,27
nan,apache 2.2,27
nan,ideawebserver/0.83.415,27
nan,a8000,27
nan,resin/4.0.36,26
nan,goahead-http,26
nan,uc-httpd1.0.0,26
nan,hts_server,26
nan,uploadserver,26
nan,zlmediakit-5.0(build in apr  8 2021 03:17:35),26
nan,router webserver,26
nan,python/3.12 aiohttp/3.10.10,25
nan,tornadoserver/4.3,25
nan,jetty(9.3.5.v20151012),25
nan,aruba-proxy,25
nan,python/3.12 aiohttp/3.11.10,24
nan,mini_httpd/1.19 19dec2003,24
nan,docker/1.10.3 (linux),24
nan,apache/2.4.37 (alibaba cloud linux) openssl/1.1.1g mod_perl/2.0.11 perl/v5.26.3,24
unix,apache/2.4.56 (unix) openssl/1.1.1t php/8.2.4 mod_perl/2.0.12 perl/v5.34.1,24
nan,python/3.11 aiohttp/3.8.5,24
nan,waf,23
nan,zxvevmc01,23
nan,elb,23
nan,nginx/1.19.2,22
nan,nginx-upupw/1.8.0,22
nan,apache/2.4.63,22
nan,clb/no-cache,21
ubuntu,apache/2.4.7 (ubuntu),21
nan,python/3.11 aiohttp/3.11.11,21
nan,python/3.11 aiohttp/3.11.12,21
nan,nginx/1.16.0,20
nan,nginx/0.7.64,20
nan,nginx/1.10.2,19
nan,deno/gcp-us-west2,19
nan,tencent-cos,19
nan,nginx/1.6.2,18
ubuntu,apache/1,18
nan,cloudflare-nginx,18
nan,nginx/1.25.0,17
nan,python/3.10 aiohttp/3.11.10,17
nan,nginx-reuseport/1.13.4,17
centos,apache/2.4.6 (centos) openssl/1.0.2k-fips php/7.4.33,17
nan,wts/1.7.4,17
nan,angie,17
nan,starxn/starxn.com,17
nan,byte-nginx,17
nan,nginx/1.9.9,16
nan,tornadoserver/4.4.1,16
nan,nginx/1.17.10,16
nan,nginx-more,16
ubuntu,apache/2.4.63 (ubuntu),16
nan,ddos-guard,16
nan,python/3.10 aiohttp/3.8.5,16
nan,sucuri/cloudproxy,16
nan,apache/2.4.62 (almalinux) openssl/3.2.2 mod_wsgi/4.7.1 python/3.9,15
nan,nginx/1.21.4,15
nan,python/3.12 aiohttp/3.10.5,15
nan,python/3.11 aiohttp/3.10.5,15
centos,apache/2.4.6 (centos) openssl/1.0.2k-fips php/8.2.20,15
nan,python/3.10 aiohttp/3.11.8,15
nan,nginx/1.17.6,15
nan,apache/2.4.62 (almalinux) openssl/3.2.2 mod_fcgid/2.3.9,14
nan,python/3.12 aiohttp/3.10.11,14
debian,apache/2.4.54 (debian),14
nan,nginx/1.9.11,14
nan,openbsd httpd,14
nan,python/3.11 aiohttp/3.9.3,14
nan,openresty/1.25.3.2,14
nan,360 web server,14
nan,nginx-v-ddos,13
nan,nginx/1.18.0 + phusion passenger(r) 6.0.23,13
nan,tornadoserver/4.2.1,13
nan,python/3.10 aiohttp/3.10.11,13
nan,nginx/1.13.3,13
nan,python/3.10 aiohttp/3.9.3,12
nan,apache/2.4.6 (centos) openssl/1.0.2k-fips mod_fcgid/2.3.9 php/5.5.35 mod_python/3.5.0- python/2.7.5,12
nan,american sitebuilder,12
nan,portfoliobox (www.portfoliobox.net),12
nan,xtweb-proxy/0.16.1,12
windows,apache/2.4.39 (win64) openssl/1.1.1b mod_fcgid/2.3.9a mod_log_rotate/1.02,12
ubuntu,nginx/1.4.6 (ubuntu),11
nan,f-web,11
nan,python/3.11 aiohttp/3.10.10,11
nan,kazaaclient,11
nan,nginx/1.0.15,11
centos,apache/2.4.6 (centos) openssl/1.0.2k-fips php/5.4.16,11
ubuntu,nginx/1.17.10 (ubuntu),11
nan,lighttpd/1.4.59,11
nan,nginx/1.19.3,11
nan,nginx/1.19.6,11
nan,ylb,11
nan,nginx/1.27.5,11
nan,tencentedgeone,10
nan,noindex,10
nan,apisix/2.10.0,10
nan,debian/4.0 upnp/1.0 miniupnpd/1.0,10
debian,apache/2.4.57 (debian),10
nan,python/3.11 aiohttp/3.11.10,10
ubuntu,nginx,10
nan,nginx/1.21.1,10
nan,website-pro/9.1.3,10
nan,marco/3.2,10
nan,python/3.10 aiohttp/3.8.6,9
nan,volt-adc,9
nan,nginx/1.19.10,9
nan,wsgiserver/0.2 cpython/3.12.3,9
nan,python/3.11 aiohttp/3.10.9,9
nan,rushhour,9
nan,nginx/1.15.8,9
debian,apache/2.4.61 (debian),9
nan,uos,9
nan,python/3.12 aiohttp/3.11.9,9
nan,wsgiserver/0.2 cpython/3.8.10,9
nan,jetty(9.4.26.v20200117),8
nan,wsgiserver/0.2 cpython/3.11.6,8
ubuntu,nginx/1.16.1 (ubuntu),8
nan,apache/2.4.55 () openssl/1.0.2k-fips php/7.4.33,8
nan,ipos/7.0 upnp/1.0 tl-wr941n/2.0,8
nan,esf,8
windows,apache/2.4.58 (win64) openssl/3.1.3 php/8.2.12,8
ubuntu,apache/2.4.62 (ubuntu),8
nan,nginx-reuseport/1.21.1,8
nan,tornadoserver/6.0.1,8
nan,python/3.10 aiohttp/3.10.0,8
nan,apache/2.4,8
nan,cw,8
nan,nginx/1.15.11,8
nan,tornadoserver/5.0.1,8
nan,python/3.11 aiohttp/3.10.11,7
nan,wpx cloud/msk01,7
nan,twistedweb/16.4.0,7
unix,apache/2.4.62 (unix) openssl/1.1.1k,7
nan,rchttpd/1.0,7
nan,openresty/1.21.4.2,7
nan,qianxin web server,7
nan,python/3.11 aiohttp/3.11.8,7
nan,nginx/1.17.8,7
windows,microsoft-iis/9.0,7
nan,apache/2.4.6 (cloudlinux) openssl/1.0.2k-fips mod_fcgid/2.3.9 phusion_passenger/6.0.20,7
nan,microsoft wince fidelix v11.50.29,7
nan,bohannas,7
nan,apache/2.4.62 (almalinux) openssl/3.2.2,7
nan,my-server,7
nan,essentia/2.1,7
nan,microplex emhttpd/1.0,7
nan,weblogic weblogic server 6.1 sp4  11/08/2002 21:50:43 #221641,6
raspbian,apache/2.4.59 (raspbian),6
nan,wts/1.7.0,6
nan,netapp//8.1rc2,6
nan,linux mips 2.4.20 upnp/1.0 miniupnpd/1.2,6
nan,python/3.10 aiohttp/3.9.1,6
nan,apache/2.4.37 (centos) openssl/1.1.1k,6
nan,vcs-vidos-nvr,6
nan,ipl/2.2,6
nan,openresty/1.21.4.4,6
nan,aliyunoss,6
nan,ipos/7.0 upnp/1.0 tl-wr841n/8.0,6
nan,python/3.12 aiohttp/3.11.6,6
nan,apache/2.4.62 (amazon linux) openssl/3.0.8,6
nan,nginx/1.6.3 + phusion passenger 5.0.6,6
nan,nginx/1.8.1,6
nan,volcclb,6
nan,nginx/1.17.4,6
nan,ubuntu/precise upnp/1.0 miniupnpd/1.4,6
nan,python/3.10 aiohttp/3.10.1,6
nan,bbc 06.00.083; ovbbccb 06.00.083,6
nan,wsgiserver/0.2 cpython/3.11.9,6
nan,nginx + phusion passenger(r) 6.0.23,6
nan,bluecoat-security-appliance,6
centos,apache/2.4.6 (centos) openssl/1.0.2k-fips php/5.6.40,6
windows,apache/2.4.55 (win64) openssl/1.1.1s mod_fcgid/2.3.9a,6
nan,mod_security/1.71,6
nan,mbedthis-appweb/2.4.0,6
nan,fedoracore/6 upnp/1.0 miniupnpd/1.0,6
nan,stronghold/3.0 apache/1.3.19 redhat/3014c,5
nan,lotus-domino/release,5
nan,python/3.11 aiohttp/3.11.9,5
ubuntu,nginx/1.15.9 (ubuntu),5
nan,jetadmin,5
nan,twistedweb/16.5.0rc2,5
nan,weblogic server 7.0 sp4 tue aug 12 11:22:26 pdt 2003,5
nan,kangle/3.5,5
nan,oracle http server powered by apache/1.3.12 (unix) apachejserv/1.1 mod_ssl/2.6.4 openssl/0.9.5a,5
nan,"oracle-application-server-10g/10.1.2.2.0 oracle-http-server oracleas-web-cache-10g/10.1.2.2.0 (n;ecid=153541209221,0)",5
nan,website-pro/9.1.6,5
nan,"windows_7-x86-6.1, upnp/1.0, pms/1.20",5
nan,pws,5
nan,isos/9.0 upnp/1.0 conexant-emweb/r6_1_0,5
nan,sun-java-system/application-server,5
nan,draytek/vigor2130 upnp/1.0 miniupnpd/1.0,5
nan,nginx/1.17.3,5
ubuntu,thttpd/2.23beta1 26may2002,5
nan,php/4.0.5,5
unix,apache/2.4.54 (unix) openssl/1.1.1s php/7.4.33 mod_perl/2.0.12 perl/v5.34.1,5
nan,77yyds,5
nan,openresty edge,5
suse,apache/2.4.58 (linux/suse),5
nan,simplehttp/0.6 python/3.10.12,5
nan,zyxel,5
nan,agranat-emweb/r5_1_2,5
nan,2wire gateway,5
nan,"linux/2.6.32-220.7.1.el6.x86_64, upnp/1.0, portable sdk for upnp devices/1.6.14",5
nan,nginx/1.9.12,5
nan,enterpriseweb,5
nan,nginx-n.wtf/1.23.0,5
nan,qtss/5.0.3.3 (build/452.22.4; platform/macosx; release/panther; update/security; ),5
nan,apisix/3.2.0,5
nan,ups_server/1,5
nan,fly/fbf74ca1c (2024-12-13),5
nan,av-tech av787 video web server,5
nan,amazon simpledb,5
nan,frontpage,5
nan,fly/fd243e55f (2025-02-20),5
nan,nginx/1.15.5,5
nan,nginx/1.15.3,5
nan,resin/1,5
unix,apache/2.4.58 (unix),5
nan,ibm_http_server/1.3.28.1-pk16139  apache/1.3.28 (unix),5
nan,apachejserv/1.0.1,5
nan,apisix,5
nan,cobalt,4
nan,jetty/5.1.10 (linux/2.6.12 i386 java/1.5.0_05),4
nan,payara server  5.2022.5 #badassfish,4
nan,wsgiserver/0.2 cpython/3.11.11,4
nan,jetty/4.2.23 (sunos/5.9 sparc java/1.4.2_04),4
nan,kong/3.8.0,4
nan,os2httpd,4
nan,"linux-i386-2.6.33.2, upnp/1.0, pms/1.21.1",4
nan,framer/00c4d89,4
nan,couchdb/2.1.1 (erlang otp/20),4
nan,ydws,4
nan,wsgiserver/0.2 cpython/3.9.21,4
nan,allegro-software-rompager,4
nan,allegro-software-rompager/4.30b3,4
nan,php/4.0.3,4
nan,amazon-cloud-drive,4
nan,squid/4.4,4
nan,ipos/7.0 upnp/1.0 tl-wr740n/1.0/2.0,4
nan,sentinelkeysserver/1,4
nan,unknown/0.0 upnp/1.0 conexant-emweb/r6_1_0,4
nan,apache/2.4.62 (),4
nan,python/3.12 aiohttp/3.9.5,4
nan,apache/2.4.62 (fedora linux) openssl/3.2.2 mod_qos/11.74 mod_perl/2.0.13 perl/v5.38.2,4
nan,cagw,4
nan,uuwaf,4
nan,gfe/1,4
nan,qpwafinner,4
nan,apisix/3.6.0,4
nan,http/server,4
nan,php/7.1,4
nan,rapid logic/1,4
nan,goframe http server,4
nan,blogcdn.net,4
nan,blazix/1.2.1,4
nan,ubuntu/7.10 upnp/1.0 miniupnpd/1.0,4
nan,hellbent java webserver v0.1,4
nan,gunicorn/19.7.1,4
nan,twistedweb/2.5.0,4
nan,apache/2.4.6 () openssl/1.0.2k-fips,4
nan,apache/2.4.6,4
nan,apache/2.4.59 (fedora linux) openssl/3.2.1,4
nan,ibm_http_server/6.1 apache/2.0.47 (win32) php/5.1.1,4
nan,phttpd,4
nan,security console,4
nan,jc-httpd/1.11.14,4
nan,"windows_7-x86-6.1, upnp/1.0, pms/1.72.0",4
nan,"windows_7-x86-6.1, upnp/1.0, pms/1.50.1",4
nan,thttpd/2.20b,4
nan,thttpd/2.23beta1 26may2002,4
nan,python/3.10 aiohttp/3.10.3,4
nan,python/3.10 aiohttp/3.10.9,4
nan,python/3.10 aiohttp/3.11.16,4
nan,python/3.10 aiohttp/3.11.2,4
nan,chaiserver,4
nan,apache/2.4.37 (centos) openssl/1.1.1c,4
nan,python/3.11 aiohttp/3.10.3,4
nan,apache/2.4.57 (codeit) openssl/3.0.10+quic mod_perl/2.0.11 perl/v5.16.3,4
nan,webrick/1.3.1 (ruby/1.9.3/2013-02-22),4
nan,python/3.11 aiohttp/3.11.7,4
raspbian,apache/2.4.56 (raspbian),4
nan,compaqhttpserver/9.9 hp system management homepage,4
nan,avirt,4
windows,apache/2.2.4 (win32) php/5.2.3,4
nan,fly/a3675627f (2025-04-16),4
unix,apache/2.4.62 (unix) openssl/3.4.1 mod_fcgid/2.3.9,4
nan,nginx/1.13.6,4
unix,apache/2.4.62 (unix) openssl/3.4.0,4
unix,apache/2.4.62 (unix) openssl/3.0.9,4
cpanel,apache/2.4.53 (cpanel) openssl/1.1.1n mod_bwlimited/1.4,4
unix,apache/2.4.56 (unix),4
unix,apache/2.4.52 (unix) openssl/1.1.1n,4
nan,embedthis-http,4
nan,fly/c119e7cff (2025-03-13),4
unix,apache/2.4.39 (unix) openssl/1.1.1b,4
ubuntu,netpresenz,4
freebsd,apache/2.4.41 (freebsd) openssl/1.0.2u mod_fcgid/2.3.9,4
unix,apache/2.2.34 (unix) mod_ssl/2.2.34 openssl/1.0.2k dav/2,4
nan,nginx/1.19.0,4
nan,mt-daapd/0.2.4.1,4
nan,fly/d5165e6e2 (2024-12-18),4
nan,nginx/1.23.0,4
nan,fly/dcbfc673f (2025-03-07),4
nan,nginx/1.19.5,4
nan,eco-webserver,4
nan,nginx/1.19.7,4
nan,snow_adc,4
nan,linux/2.6.36+ dlnadoc/1.50 upnp/1.0 minidlna/1.0,4
nan,sun java system application server platform edition 9.0_01,4
nan,nginx-n.wtf/1.27.2,4
nan,fly/6dbc66600 (2025-03-04),4
nan,netcloak,4
ubuntu,apache/2.4.46 (ubuntu),4
nan,netscape-enterprise/6.0,4
nan,nullhttpd/0.5.1,4
nan,"linux/2.6.32-279.1.1.el6.x86_64, upnp/1.0, portable sdk for upnp devices/1.6.13",4
nan,netscape-enterprise/3.5.1,4
nan,ews-nic3/6.31,4
windows,microsoft-iis,4
nan,netcache appliance (netapp/5.3.1r3),4
nan,sophos email appliance,3
nan,netcache appliance (netapp/6.0.4),3
unix,apache/2.4.46 (unix) openssl/1.1.1d php/7.4.29,3
nan,atphttpd,3
nan,tornadoserver/5.0,3
nan,apache/2.4.37 (cloudlinux) openssl/1.1.1k,3
nan,intel(r) active management technology,3
nan,apache/2.4.51,3
nan,hp web jetadmin 10.3.91358 (10.3 sr5),3
nan,ipg8000,3
nan,ipcamera login,3
nan,intel(r) standard manageability 9.0.3,3
nan,freebsd/8.2-release-p4 dlnadoc/1.50 upnp/1.0 minidlna/1.0.24,3
nan,ews-nic4/13.39,3
nan,netapp/7.3.4p1,3
nan,ehttp v2.0,3
nan,weblogic server 8.1 sp3 tue jun 29 23:11:19 pdt 2004 404973,3
nan,savant/3.1,3
red hat enterprise linux,apache/2.4.6 (red hat enterprise linux) openssl/1.0.2k-fips mod_fcgid/2.3.9 php/5.6.34,3
nan,apache/2.4.10,3
centos,apache/2.4.6 (centos) openssl/1.0.2k-fips,3
nan,tomcat web server/3.2.2 (jsp 1.1; servlet 2.2; java 1.3.1; windows 2000 5.0 x86; java.vendor=sun microsystems inc.),3
centos,apache/2.4.6 (centos) openssl/1.0.2k-fips mod_wsgi/4.7.1 python/3.4,3
nan,ipos/7.0 upnp/1.0 tl-wr841n/6.0/7.0,3
nan,tomcat/2.1,3
nan,heitel gmbh web server [v1.15/v1.14/v1.3],3
nan,heitel gmbh web server [v1.26/v1.15/v1.7],3
nan,tornadoserver/4.2,3
nan,apache/2.4.29,3
nan,apache/2.4.37 (alibaba cloud linux) openssl/1.1.1k mod_perl/2.0.12 perl/v5.26.3,3
nan,apache/2.4.37 (almalinux) openssl/1.1.1k,3
nan,helix server version 9.0.4.960 (linux-2.2-libc6-i586-server) (realserver compatible),3
nan,python/3.10 aiohttp/3.11.9,3
nan,cherrypy/18.5.0,3
nan,fly/be638e99b (2025-03-12),3
nan,apache/2.4.57 (rocky linux) openssl/3.0.7,3
nan,splendid,3
nan,squid/2.3.stable1,3
nan,ibm http server/v5r3m0,3
nan,virata-emweb/r5_3_0,3
nan,neowebscript,3
nan,net-dk/1.0,3
nan,varnish-cache,3
nan,apisix/2.15.3,3
nan,arvancloud,3
centos,apache/2.4.62 (centos),3
nan,apache/2.4.62 (fedora linux) openssl/3.2.2,3
nan,netcache appliance (netapp/5.4r2d2),3
nan,apisix/3.2.2,3
nan,nginx/1.12.0,3
nan,qrator,3
nan,bsrapture,3
nan,ultraseek,3
windows,apache/2.4.54 (win64) openssl/1.1.1p mod_fcgid/2.3.9a,3
nan,boa/0.94.14rc18-ipcam,3
nan,fly/a3e18ae92 (2025-01-16),3
nan,brickserver modifications,3
nan,nginx/1.15.7,3
nan,apache/2.4.59,3
nan,web-server/3.0,3
nan,asp.net,3
nan,ibm_http_server/6.0.2 apache/2.0.47 (unix),3
nan,mwm.moe,3
cpanel,apache/2.4.59 (cpanel) openssl/1.1.1w mod_bwlimited/1.4 php/5.6.40,3
nan,cargo-router,3
nan,mycio,3
nan,volcalb,3
nan,python/3.12 aiohttp/3.10.9,3
nan,ibm_http_server/2.0.47.1 apache/2.0.47 (unix) dav/2 php/4.3.8,3
unix,apache/2.4.57 (unix) openssl/1.0.2k-fips,3
nan,cisco-ios/12.1 http-server/1.0(1),3
nan,mywebserver/1.01,3
nan,python/3.12 aiohttp/3.11.7,3
nan,vqserver,3
unix,apache/2.4.58 (unix) openssl/1.1.1w php/8.2.12 mod_perl/2.0.12 perl/v5.34.1,3
red hat enterprise linux,apache/2.4.37 (red hat enterprise linux) openssl/1.1.1k,3
nan,dwhttpd,3
nan,domainesia,3
nan,$projectrevision: 4.0.2.38 $,3
nan,simplehttp/0.6 python/3.12.3,3
nan,amt,3
nan,www.pantd.com,3
nan,angie/1.7.0,3
nan,simplehttp/0.6 python/3.12.8,3
nan,swift-engines 24.06.2,3
nan,apache (custom),3
nan,compaqhttpserver/4.1,3
nan,wsgiserver/0.2 cpython/3.9.19,3
nan,commerce-builder,3
nan,wsgiserver/0.2 cpython/3.8.6,3
nan,fnord,3
nan,mini_httpd/1.14 23jun2000,3
nan,oracle-application-server-10g/9.0.4.1.0 oracle-http-server,3
nan,lasso/3.6.5,3
nan,apache tomcat,3
nan,oracle9ias/9.0.3.1 oracle http server oracle9ias-web-cache/9.0.3.1.0 (n),3
nan,apache tomcat/4.1.10,3
nan,lotus,3
nan,lego server,3
nan,allegro-software-rompager/ 2.10,3
nan,"linux/2.6.32-279.14.1.el6.x86_64, upnp/1.0, portable sdk for upnp devices/1.6.15",3
nan,alibaba,3
redhat,apache/2.4.34 (red hat),3
nan,"linux/2.6.28-11-server, upnp/1.0, portable sdk for upnp devices/1.6.6",3
nan,"linux/2.6.28.1-xxxx-std-ipv4-32, upnp/1.0, portable sdk for upnp devices/1.4.3",3
nan,open-market-secure-webserver,3
nan,"linux/2.6.12.6-arm1-040, upnp/1.0, portable sdk for upnp devices/1.6.5.2",3
nan,"linux/2.6.12-5.1-brcmstb-dm800, upnp/1.0, portable sdk for upnp devices/1.6.0",3
nan,cpsrvd/11.44.3.0,3
nan,acme.serve/v1.7 of 13nov96,3
nan,adas/1.0.201,3
ubuntu,apache tomcat/4.1.27-le-jdk14 (http/1.1 connector),3
nan,agranat-emweb,3
nan,"linux-amd64-2.6.18-238.9.1.el5, upnp/1.0, pms/1.52.1",3
nan,"linux, upnp/1.0, intel sdk for upnp devices /1.2",3
nan,linux upnp/1.0 sonos/36.4-41270 (wd100),3
nan,zgs,3
nan,agranat-emweb/r5_2_6,3
nan,openresty/1.21.4.3,3
nan,simplehttp/0.6 python/3.11.2,3
nan,akilight cdn,3
nan,khttpd 0.1.6,3
nan,nginx/1.19.8,3
ubuntu,ibm_http_server/1.3.12 apache/1.3.12 (unix),3
nan,smoothwall express/3.0 upnp/1.0 miniupnpd/1.0,3
nan,slt-mid,3
nan,thin 1 codename flaming astroboy,3
nan,sentinelkeysserver/1.0,3
nan,javawebserver,3
nan,jetty(7.6.9.v20130131),3
ubuntu,monkey/0.6.2,3
nan,microsoft-wince/4.20,3
nan,apache/1.2.42 (palmos),3
nan,jetty(10.0.13),3
nan,"windows_7-x86-6.1, upnp/1.0, pms/1.70.1",3
nan,microplex emhttpd/1.1,3
nan,"windows_7-x86-6.1, upnp/1.0, pms/1.71.0",3
nan,microsoft-wince/4.10,3
nan,pi3web/2.0,3
nan,plexus,3
freebsd,apache/2.4.41 (freebsd) openssl/1.0.2s mod_fcgid/2.3.9,3
debian,apache/2.4.52 (debian),3
nan,windriver-webserver/4.4,3
ubuntu,"linux-i386-2.6.33.2, upnp/1.0, pms/1.21.1",3
nan,wsgiserver/0.2 cpython/3.11.10,3
nan,fly/f1a3a3ab (2025-02-26),3
nan,jetty/5.1.4 (windows server 2008 r2/6.1 x86 java/1.5.0_22,3
nan,lotus-domino/5.0.8,3
nan,nginx/1.21.0,3
nan,wsgiserver/0.2 cpython/3.12.2,3
nan,wsgiserver/0.2 cpython/3.11.4,3
